Tipo_dato,Sesso,Classe_di_età,TIME,Value
pranzo al ristorante o trattoria,femmine,65-74 anni,2016,4
pranzo al ristorante o trattoria,femmine,65-74 anni,2017,2
pranzo al ristorante o trattoria,femmine,65-74 anni,2018,4
pranzo al ristorante o trattoria,femmine,65-74 anni,2019,5
pranzo al ristorante o trattoria,femmine,65-74 anni,2020,4
pranzo al ristorante o trattoria,femmine,65-74 anni,2021,2
pranzo al ristorante o trattoria,femmine,65-74 anni,2022,5
pranzo al ristorante o trattoria,femmine,65-74 anni,2023,8
colazione con latte e del cibo,femmine,35-44 anni,1994,0
colazione con latte e del cibo,femmine,35-44 anni,1995,0
colazione con latte e del cibo,femmine,35-44 anni,1996,1708
colazione con latte e del cibo,femmine,35-44 anni,1997,1844
colazione con latte e del cibo,femmine,35-44 anni,1998,1892
colazione con latte e del cibo,femmine,35-44 anni,1999,1849
colazione con latte e del cibo,femmine,35-44 anni,2000,1928
colazione con latte e del cibo,femmine,35-44 anni,2001,1850
colazione con latte e del cibo,femmine,35-44 anni,2002,1916
colazione con latte e del cibo,femmine,35-44 anni,2003,2065
colazione con latte e del cibo,femmine,35-44 anni,2005,2252
colazione con latte e del cibo,femmine,35-44 anni,2006,2240
colazione con latte e del cibo,femmine,35-44 anni,2007,2356
colazione con latte e del cibo,femmine,35-44 anni,2008,2436
colazione con latte e del cibo,femmine,35-44 anni,2009,2353
colazione con latte e del cibo,femmine,35-44 anni,2010,2426
colazione con latte e del cibo,femmine,35-44 anni,2011,2290
colazione con latte e del cibo,femmine,35-44 anni,2012,2221
colazione con latte e del cibo,femmine,35-44 anni,2013,2136
colazione con latte e del cibo,femmine,35-44 anni,2014,2062
colazione con latte e del cibo,femmine,35-44 anni,2015,2105
colazione con latte e del cibo,femmine,35-44 anni,2016,2073
colazione con latte e del cibo,femmine,35-44 anni,2017,1717
colazione con latte e del cibo,femmine,35-44 anni,2018,1714
colazione con latte e del cibo,femmine,35-44 anni,2019,1692
colazione con latte e del cibo,femmine,35-44 anni,2020,1478
colazione con latte e del cibo,femmine,35-44 anni,2021,1488
colazione con latte e del cibo,femmine,35-44 anni,2022,1435
colazione con latte e del cibo,femmine,35-44 anni,2023,1386
pasto principale il pranzo,femmine,75 anni e più,1994,1922
pasto principale il pranzo,femmine,75 anni e più,1995,2019
pasto principale il pranzo,femmine,75 anni e più,1996,2078
pasto principale il pranzo,femmine,75 anni e più,1997,2129
pasto principale il pranzo,femmine,75 anni e più,1998,2257
pasto principale il pranzo,femmine,75 anni e più,1999,2391
pasto principale il pranzo,femmine,75 anni e più,2000,2423
pasto principale il pranzo,femmine,75 anni e più,2001,2466
pasto principale il pranzo,femmine,75 anni e più,2002,2618
pasto principale il pranzo,femmine,75 anni e più,2003,2691
pasto principale il pranzo,femmine,75 anni e più,2005,2756
pasto principale il pranzo,femmine,75 anni e più,2006,2929
pasto principale il pranzo,femmine,75 anni e più,2007,2873
pasto principale il pranzo,femmine,75 anni e più,2008,2947
pasto principale il pranzo,femmine,75 anni e più,2009,3056
pasto principale il pranzo,femmine,75 anni e più,2010,3066
pasto principale il pranzo,femmine,75 anni e più,2011,3202
pasto principale il pranzo,femmine,75 anni e più,2012,3276
pasto principale il pranzo,femmine,75 anni e più,2013,3329
pasto principale il pranzo,femmine,75 anni e più,2014,3371
pasto principale il pranzo,femmine,75 anni e più,2015,3527
pasto principale il pranzo,femmine,75 anni e più,2016,3450
pasto principale il pranzo,femmine,75 anni e più,2017,3590
pasto principale il pranzo,femmine,75 anni e più,2018,3533
pasto principale il pranzo,femmine,75 anni e più,2019,3473
pasto principale il pranzo,femmine,75 anni e più,2020,3484
pasto principale il pranzo,femmine,75 anni e più,2021,3399
pasto principale il pranzo,femmine,75 anni e più,2022,3459
pasto principale il pranzo,femmine,75 anni e più,2023,3526
pranzo al bar,maschi,11-14 anni,1994,1
pranzo al bar,maschi,11-14 anni,1995,3
pranzo al bar,maschi,11-14 anni,1996,3
pranzo al bar,maschi,11-14 anni,1997,1
pranzo al bar,maschi,11-14 anni,1998,5
pranzo al bar,maschi,11-14 anni,1999,0
pranzo al bar,maschi,11-14 anni,2000,2
pranzo al bar,maschi,11-14 anni,2001,2
pranzo al bar,maschi,11-14 anni,2002,0
pranzo al bar,maschi,11-14 anni,2003,2
pranzo al bar,maschi,11-14 anni,2005,2
pranzo al bar,maschi,11-14 anni,2006,0
pranzo al bar,maschi,11-14 anni,2007,8
pranzo al bar,maschi,11-14 anni,2008,3
pranzo al bar,maschi,11-14 anni,2009,1
pranzo al bar,maschi,11-14 anni,2010,0
pranzo al bar,maschi,11-14 anni,2011,3
pranzo al bar,maschi,11-14 anni,2012,1
pranzo al bar,maschi,11-14 anni,2013,5
pranzo al bar,maschi,11-14 anni,2014,6
pranzo al bar,maschi,11-14 anni,2015,10
pranzo al bar,maschi,11-14 anni,2016,2
pranzo al bar,maschi,11-14 anni,2017,0
pranzo al bar,maschi,11-14 anni,2018,4
pranzo al bar,maschi,11-14 anni,2019,11
pranzo al bar,maschi,11-14 anni,2020,1
pranzo al bar,maschi,11-14 anni,2021,0
pranzo al bar,maschi,11-14 anni,2022,5
pranzo al bar,maschi,11-14 anni,2023,4
pasto principale la cena,maschi,75 anni e più,1994,39
pasto principale la cena,maschi,75 anni e più,1995,33
pasto principale la cena,maschi,75 anni e più,1996,49
pasto principale la cena,maschi,75 anni e più,1997,41
pasto principale la cena,maschi,75 anni e più,1998,39
pasto principale la cena,maschi,75 anni e più,1999,43
pasto principale la cena,maschi,75 anni e più,2000,73
pasto principale la cena,maschi,75 anni e più,2001,62
pasto principale la cena,maschi,75 anni e più,2002,64
pasto principale la cena,maschi,75 anni e più,2003,77
pasto principale la cena,maschi,75 anni e più,2005,55
pasto principale la cena,maschi,75 anni e più,2006,66
pasto principale la cena,maschi,75 anni e più,2007,111
pasto principale la cena,maschi,75 anni e più,2008,95
pasto principale la cena,maschi,75 anni e più,2009,112
pasto principale la cena,maschi,75 anni e più,2010,98
pasto principale la cena,maschi,75 anni e più,2011,132
pasto principale la cena,maschi,75 anni e più,2012,124
pasto principale la cena,maschi,75 anni e più,2013,111
pasto principale la cena,maschi,75 anni e più,2014,153
pasto principale la cena,maschi,75 anni e più,2015,162
pasto principale la cena,maschi,75 anni e più,2016,165
pasto principale la cena,maschi,75 anni e più,2017,180
pasto principale la cena,maschi,75 anni e più,2018,146
pasto principale la cena,maschi,75 anni e più,2019,191
pasto principale la cena,maschi,75 anni e più,2020,221
pasto principale la cena,maschi,75 anni e più,2021,178
pasto principale la cena,maschi,75 anni e più,2022,278
pasto principale la cena,maschi,75 anni e più,2023,227
pranzo al bar,femmine,55-59 anni,1994,5
pranzo al bar,femmine,55-59 anni,1995,9
pranzo al bar,femmine,55-59 anni,1996,12
pranzo al bar,femmine,55-59 anni,1997,4
pranzo al bar,femmine,55-59 anni,1998,7
pranzo al bar,femmine,55-59 anni,1999,9
pranzo al bar,femmine,55-59 anni,2000,13
pranzo al bar,femmine,55-59 anni,2001,13
pranzo al bar,femmine,55-59 anni,2002,6
pranzo al bar,femmine,55-59 anni,2003,11
pranzo al bar,femmine,55-59 anni,2005,29
pranzo al bar,femmine,55-59 anni,2006,31
pranzo al bar,femmine,55-59 anni,2007,30
pranzo al bar,femmine,55-59 anni,2008,32
pranzo al bar,femmine,55-59 anni,2009,27
pranzo al bar,femmine,55-59 anni,2010,40
pranzo al bar,femmine,55-59 anni,2011,26
pranzo al bar,femmine,55-59 anni,2012,38
pranzo al bar,femmine,55-59 anni,2013,38
pranzo al bar,femmine,55-59 anni,2014,29
pranzo al bar,femmine,55-59 anni,2015,37
pranzo al bar,femmine,55-59 anni,2016,29
pranzo al bar,femmine,55-59 anni,2017,44
pranzo al bar,femmine,55-59 anni,2018,52
pranzo al bar,femmine,55-59 anni,2019,33
pranzo al bar,femmine,55-59 anni,2020,42
pranzo al bar,femmine,55-59 anni,2021,28
pranzo al bar,femmine,55-59 anni,2022,50
pranzo al bar,femmine,55-59 anni,2023,35
pranzo al bar,femmine,15-17 anni,1994,3
pranzo al bar,femmine,15-17 anni,1995,0
pranzo al bar,femmine,15-17 anni,1996,7
pranzo al bar,femmine,15-17 anni,1997,8
pranzo al bar,femmine,15-17 anni,1998,3
pranzo al bar,femmine,15-17 anni,1999,9
pranzo al bar,femmine,15-17 anni,2000,7
pranzo al bar,femmine,15-17 anni,2001,1
pranzo al bar,femmine,15-17 anni,2002,8
pranzo al bar,femmine,15-17 anni,2003,4
pranzo al bar,femmine,15-17 anni,2005,10
pranzo al bar,femmine,15-17 anni,2006,14
pranzo al bar,femmine,15-17 anni,2007,7
pranzo al bar,femmine,15-17 anni,2008,13
pranzo al bar,femmine,15-17 anni,2009,19
pranzo al bar,femmine,15-17 anni,2010,11
pranzo al bar,femmine,15-17 anni,2011,10
pranzo al bar,femmine,15-17 anni,2012,7
pranzo al bar,femmine,15-17 anni,2013,6
pranzo al bar,femmine,15-17 anni,2014,11
pranzo al bar,femmine,15-17 anni,2015,8
pranzo al bar,femmine,15-17 anni,2016,9
pranzo al bar,femmine,15-17 anni,2017,3
pranzo al bar,femmine,15-17 anni,2018,7
pranzo al bar,femmine,15-17 anni,2019,2
pranzo al bar,femmine,15-17 anni,2020,6
pranzo al bar,femmine,15-17 anni,2021,2
pranzo al bar,femmine,15-17 anni,2022,2
pranzo al bar,femmine,15-17 anni,2023,6
colazione con latte e del cibo,maschi,6-10 anni,1994,0
colazione con latte e del cibo,maschi,6-10 anni,1995,0
colazione con latte e del cibo,maschi,6-10 anni,1996,1035
colazione con latte e del cibo,maschi,6-10 anni,1997,1001
colazione con latte e del cibo,maschi,6-10 anni,1998,1003
colazione con latte e del cibo,maschi,6-10 anni,1999,909
colazione con latte e del cibo,maschi,6-10 anni,2000,909
colazione con latte e del cibo,maschi,6-10 anni,2001,890
colazione con latte e del cibo,maschi,6-10 anni,2002,935
colazione con latte e del cibo,maschi,6-10 anni,2003,866
colazione con latte e del cibo,maschi,6-10 anni,2005,989
colazione con latte e del cibo,maschi,6-10 anni,2006,877
colazione con latte e del cibo,maschi,6-10 anni,2007,978
colazione con latte e del cibo,maschi,6-10 anni,2008,997
colazione con latte e del cibo,maschi,6-10 anni,2009,984
colazione con latte e del cibo,maschi,6-10 anni,2010,926
colazione con latte e del cibo,maschi,6-10 anni,2011,941
colazione con latte e del cibo,maschi,6-10 anni,2012,951
colazione con latte e del cibo,maschi,6-10 anni,2013,1008
colazione con latte e del cibo,maschi,6-10 anni,2014,957
colazione con latte e del cibo,maschi,6-10 anni,2015,943
colazione con latte e del cibo,maschi,6-10 anni,2016,899
colazione con latte e del cibo,maschi,6-10 anni,2017,814
colazione con latte e del cibo,maschi,6-10 anni,2018,809
colazione con latte e del cibo,maschi,6-10 anni,2019,780
colazione con latte e del cibo,maschi,6-10 anni,2020,762
colazione con latte e del cibo,maschi,6-10 anni,2021,700
colazione con latte e del cibo,maschi,6-10 anni,2022,706
colazione con latte e del cibo,maschi,6-10 anni,2023,631
pranzo sul posto di lavoro,maschi,11-14 anni,1994,0
pranzo sul posto di lavoro,maschi,11-14 anni,1995,0
pranzo sul posto di lavoro,maschi,11-14 anni,1996,0
pranzo sul posto di lavoro,maschi,11-14 anni,1997,1
pranzo sul posto di lavoro,maschi,11-14 anni,1998,0
pranzo sul posto di lavoro,maschi,11-14 anni,1999,1
pranzo sul posto di lavoro,maschi,11-14 anni,2000,3
pranzo sul posto di lavoro,maschi,11-14 anni,2001,0
pranzo sul posto di lavoro,maschi,11-14 anni,2002,0
pranzo sul posto di lavoro,maschi,11-14 anni,2003,0
pranzo sul posto di lavoro,maschi,11-14 anni,2005,0
pranzo sul posto di lavoro,maschi,11-14 anni,2006,0
pranzo sul posto di lavoro,maschi,11-14 anni,2007,0
pranzo sul posto di lavoro,maschi,11-14 anni,2008,0
pranzo sul posto di lavoro,maschi,11-14 anni,2009,0
pranzo sul posto di lavoro,maschi,11-14 anni,2010,0
pranzo sul posto di lavoro,maschi,11-14 anni,2011,0
pranzo sul posto di lavoro,maschi,11-14 anni,2012,0
pranzo sul posto di lavoro,maschi,11-14 anni,2013,0
pranzo sul posto di lavoro,maschi,11-14 anni,2014,0
pranzo sul posto di lavoro,maschi,11-14 anni,2015,0
pranzo sul posto di lavoro,maschi,11-14 anni,2016,0
pranzo sul posto di lavoro,maschi,11-14 anni,2017,0
pranzo sul posto di lavoro,maschi,11-14 anni,2018,0
pranzo sul posto di lavoro,maschi,11-14 anni,2019,0
pranzo sul posto di lavoro,maschi,11-14 anni,2020,0
pranzo sul posto di lavoro,maschi,11-14 anni,2021,0
pranzo sul posto di lavoro,maschi,11-14 anni,2022,0
pranzo sul posto di lavoro,maschi,11-14 anni,2023,0
pranzo in casa,femmine,11-14 anni,1994,1127
pranzo in casa,femmine,11-14 anni,1995,1077
pranzo in casa,femmine,11-14 anni,1996,1057
pranzo in casa,femmine,11-14 anni,1997,1046
pranzo in casa,femmine,11-14 anni,1998,953
pranzo in casa,femmine,11-14 anni,1999,980
pranzo in casa,femmine,11-14 anni,2000,982
pranzo in casa,femmine,11-14 anni,2001,953
pranzo in casa,femmine,11-14 anni,2002,911
pranzo in casa,femmine,11-14 anni,2003,994
pranzo in casa,femmine,11-14 anni,2005,1002
pranzo in casa,femmine,11-14 anni,2006,941
pranzo in casa,femmine,11-14 anni,2007,938
pranzo in casa,femmine,11-14 anni,2008,1001
pranzo in casa,femmine,11-14 anni,2009,916
pranzo in casa,femmine,11-14 anni,2010,937
pranzo in casa,femmine,11-14 anni,2011,913
pranzo in casa,femmine,11-14 anni,2012,950
pranzo in casa,femmine,11-14 anni,2013,898
pranzo in casa,femmine,11-14 anni,2014,926
pranzo in casa,femmine,11-14 anni,2015,961
pranzo in casa,femmine,11-14 anni,2016,965
pranzo in casa,femmine,11-14 anni,2017,864
pranzo in casa,femmine,11-14 anni,2018,929
pranzo in casa,femmine,11-14 anni,2019,950
pranzo in casa,femmine,11-14 anni,2020,991
pranzo in casa,femmine,11-14 anni,2021,939
pranzo in casa,femmine,11-14 anni,2022,945
pranzo in casa,femmine,11-14 anni,2023,910
pranzo sul posto di lavoro,femmine,6-10 anni,1994,0
pranzo sul posto di lavoro,femmine,6-10 anni,1995,0
pranzo sul posto di lavoro,femmine,6-10 anni,1996,0
pranzo sul posto di lavoro,femmine,6-10 anni,1997,0
pranzo sul posto di lavoro,femmine,6-10 anni,1998,1
pranzo sul posto di lavoro,femmine,6-10 anni,1999,2
pranzo sul posto di lavoro,femmine,6-10 anni,2000,0
pranzo sul posto di lavoro,femmine,6-10 anni,2001,1
pranzo sul posto di lavoro,femmine,6-10 anni,2002,0
pranzo sul posto di lavoro,femmine,6-10 anni,2003,0
pranzo sul posto di lavoro,femmine,6-10 anni,2005,0
pranzo sul posto di lavoro,femmine,6-10 anni,2006,0
pranzo sul posto di lavoro,femmine,6-10 anni,2007,0
pranzo sul posto di lavoro,femmine,6-10 anni,2008,0
pranzo sul posto di lavoro,femmine,6-10 anni,2009,0
pranzo sul posto di lavoro,femmine,6-10 anni,2010,0
pranzo sul posto di lavoro,femmine,6-10 anni,2011,0
pranzo sul posto di lavoro,femmine,6-10 anni,2012,0
pranzo sul posto di lavoro,femmine,6-10 anni,2013,0
pranzo sul posto di lavoro,femmine,6-10 anni,2014,0
pranzo sul posto di lavoro,femmine,6-10 anni,2015,0
pranzo sul posto di lavoro,femmine,6-10 anni,2016,0
pranzo sul posto di lavoro,femmine,6-10 anni,2017,0
pranzo sul posto di lavoro,femmine,6-10 anni,2018,0
pranzo sul posto di lavoro,femmine,6-10 anni,2019,0
pranzo sul posto di lavoro,femmine,6-10 anni,2020,0
pranzo sul posto di lavoro,femmine,6-10 anni,2021,0
pranzo sul posto di lavoro,femmine,6-10 anni,2022,0
pranzo sul posto di lavoro,femmine,6-10 anni,2023,0
pranzo in mensa,maschi,35-44 anni,1994,0
pranzo in mensa,maschi,35-44 anni,1995,0
pranzo in mensa,maschi,35-44 anni,1996,0
pranzo in mensa,maschi,35-44 anni,1997,462
pranzo in mensa,maschi,35-44 anni,1998,444
pranzo in mensa,maschi,35-44 anni,1999,448
pranzo in mensa,maschi,35-44 anni,2000,481
pranzo in mensa,maschi,35-44 anni,2001,434
pranzo in mensa,maschi,35-44 anni,2002,479
pranzo in mensa,maschi,35-44 anni,2003,544
pranzo in mensa,maschi,35-44 anni,2005,453
pranzo in mensa,maschi,35-44 anni,2006,483
pranzo in mensa,maschi,35-44 anni,2007,543
pranzo in mensa,maschi,35-44 anni,2008,500
pranzo in mensa,maschi,35-44 anni,2009,458
pranzo in mensa,maschi,35-44 anni,2010,495
pranzo in mensa,maschi,35-44 anni,2011,451
pranzo in mensa,maschi,35-44 anni,2012,485
pranzo in mensa,maschi,35-44 anni,2013,395
pranzo in mensa,maschi,35-44 anni,2014,430
pranzo in mensa,maschi,35-44 anni,2015,407
pranzo in mensa,maschi,35-44 anni,2016,428
pranzo in mensa,maschi,35-44 anni,2017,370
pranzo in mensa,maschi,35-44 anni,2018,412
pranzo in mensa,maschi,35-44 anni,2019,403
pranzo in mensa,maschi,35-44 anni,2020,392
pranzo in mensa,maschi,35-44 anni,2021,306
pranzo in mensa,maschi,35-44 anni,2022,294
pranzo in mensa,maschi,35-44 anni,2023,258
colazione con latte e del cibo,maschi,20-24 anni,1994,0
colazione con latte e del cibo,maschi,20-24 anni,1995,0
colazione con latte e del cibo,maschi,20-24 anni,1996,1054
colazione con latte e del cibo,maschi,20-24 anni,1997,996
colazione con latte e del cibo,maschi,20-24 anni,1998,932
colazione con latte e del cibo,maschi,20-24 anni,1999,878
colazione con latte e del cibo,maschi,20-24 anni,2000,796
colazione con latte e del cibo,maschi,20-24 anni,2001,713
colazione con latte e del cibo,maschi,20-24 anni,2002,752
colazione con latte e del cibo,maschi,20-24 anni,2003,674
colazione con latte e del cibo,maschi,20-24 anni,2005,730
colazione con latte e del cibo,maschi,20-24 anni,2006,742
colazione con latte e del cibo,maschi,20-24 anni,2007,668
colazione con latte e del cibo,maschi,20-24 anni,2008,711
colazione con latte e del cibo,maschi,20-24 anni,2009,719
colazione con latte e del cibo,maschi,20-24 anni,2010,663
colazione con latte e del cibo,maschi,20-24 anni,2011,752
colazione con latte e del cibo,maschi,20-24 anni,2012,695
colazione con latte e del cibo,maschi,20-24 anni,2013,672
colazione con latte e del cibo,maschi,20-24 anni,2014,650
